Order ID,Order Date,Order Priority,Order Quantity,Unit Price,Main Sale,Shipping Cost,Including Shipping cost,Profit, Revenue,Ship Mode,Customer Name,Region,,,,,
230,26-10-2010,Critical,6,38.94,233.64,8.08,241.72,-212.33,29.39,Regular Air,Erin Creighton,Ontario,,,,,
231,28-09-2009,High,6,38.94,233.64,19.99,253.63,-490.84,-237.21,Regular Air,Sean Braxton,Manitoba,,,,,
258,28-12-2010,Critical,6,38.94,233.64,8.74,242.38,-91.14,151.24,Regular Air,Liz Willingham,Nova Scotia,,,,,
258,28-12-2010,Critical,6,38.94,233.64,53.03,286.67,-284.4,2.27,Delivery Truck,Liz Willingham,Nova Scotia,,,,,
258,28-12-2010,Critical,6,38.94,233.64,5.27,238.91,-55.11,183.8,Regular Air,Liz Willingham,Quebec,,,,,
261,28-06-2010,Medium,6,38.94,233.64,4.2,237.84,1680.79,1918.63,Regular Air,Sonia Sunley,British Columbia,,,,,
263,16-05-2009,High,6,38.94,233.64,7.78,241.42,-136.25,105.17,Regular Air,Paul Lucas,Yukon,,,,,
290,05-01-2009,Not Specified,6,38.94,233.64,5.83,239.47,-32.48,206.99,Regular Air,Dorris Love,Quebec,,,,,
292,12-01-2012,High,6,38.94,233.64,1.39,235.03,175.54,410.57,Regular Air,Valerie Takahito,Saskachewan,,,,,
293,01-10-2012,High,6,38.94,233.64,68.02,301.66,457.81,759.47,Delivery Truck,Barry French,Nunavut,,,,,
293,01-10-2012,High,6,38.94,233.64,2.99,236.63,46.71,283.34,Regular Air,Barry French,Nunavut,,,,,
294,15-07-2010,Medium,6,38.94,233.64,19.99,253.63,489.02,742.65,Regular Air,Sanjit Chand,British Columbia,,,,,
322,18-03-2012,Critical,6,38.94,233.64,8.08,241.72,257.76,499.48,Regular Air,Giulietta Weimer,British Columbia,,,,,
322,18-03-2012,Critical,6,38.94,233.64,10.05,243.69,-291.59,-47.9,Regular Air,Giulietta Weimer,British Columbia,,,,,
323,25-03-2009,Critical,6,38.94,233.64,1.39,235.03,25.76,260.79,Regular Air,Dario Medina,Yukon,,,,,
323,25-03-2009,Critical,6,38.94,233.64,11.54,245.18,-31.24,213.94,Regular Air,Dario Medina,Yukon,,,,,
324,19-03-2012,Critical,6,38.94,233.64,13.99,247.63,667.33,914.96,Regular Air,Frank Gastineau,Saskachewan,,,,,
325,16-10-2010,Low,6,38.94,233.64,4.23,237.87,-178.71,59.16,Regular Air,Craig Yedwab,Nova Scotia,,,,,
326,03-06-2011,High,6,38.94,233.64,4.92,238.56,-44.14,194.42,Regular Air,Michelle Tran,Quebec,,,,,
326,03-06-2011,High,6,38.94,233.64,3.37,237.01,-21.3,215.71,Regular Air,Michelle Tran,Quebec,,,,,
353,30-12-2010,Low,6,38.94,233.64,1,234.64,3.88,238.52,Regular Air,Dean Percer,Yukon,,,,,
355,13-06-2009,Low,6,38.94,233.64,0.99,234.63,-172.55,62.08,Regular Air,Henry MacAllister,Ontario,,,,,
358,19-09-2010,High,6,38.94,233.64,54.11,287.75,-1348.06,-1060.31,Delivery Truck,Ricardo Block,Alberta,,,,,
358,19-09-2010,High,6,38.94,233.64,1.99,235.63,269.27,504.9,Regular Air,Ricardo Block,Alberta,,,,,
359,18-12-2009,Medium,6,38.94,233.64,51.94,285.58,-500.38,-214.8,Delivery Truck,Cari Sayre,Alberta,,,,,
384,02-03-2012,Low,6,38.94,233.64,80.2,313.84,-1820.84,-1507,Delivery Truck,Sonia Cooley,Alberta,,,,,
386,24-01-2011,High,6,38.94,233.64,0.5,234.14,-0.03,234.11,Regular Air,Tracy Poddar,Ontario,,,,,
386,24-01-2011,High,6,38.94,233.64,0.7,234.34,-1.59,232.75,Regular Air,Tracy Poddar,Ontario,,,,,
388,15-12-2012,Not Specified,6,38.94,233.64,6.96,240.6,-94.73,145.87,Regular Air,Jennifer Halladay,Ontario,,,,,
416,26-09-2010,Low,6,38.94,233.64,7.69,241.33,88.52,329.85,Express Air,Stuart Calhoun,Ontario,,,,,
417,05-02-2009,Medium,6,38.94,233.64,28.14,261.78,8734.88,8996.66,Delivery Truck,Robert Barroso,Yukon,,,,,
417,05-02-2009,Medium,6,38.94,233.64,19.99,253.63,-170.98,82.65,Regular Air,Robert Barroso,Yukon,,,,,
420,30-10-2011,Not Specified,6,38.94,233.64,4.86,238.5,-20.69,217.81,Regular Air,Tony Sayre,Alberta,,,,,
420,30-10-2011,Not Specified,6,38.94,233.64,5.37,239.01,-14.56,224.45,Regular Air,Tony Sayre,Alberta,,,,,
448,20-08-2011,Medium,6,38.94,233.64,19.99,253.63,-284.63,-31,Regular Air,Brad Thomas,Yukon,,,,,
449,19-07-2011,High,6,38.94,233.64,5.21,238.85,-48.97,189.88,Regular Air,Candace McMahon,Ontario,,,,,
450,04-03-2011,Not Specified,6,38.94,233.64,8.99,242.63,109.33,351.96,Express Air,Matt Collins,British Columbia,,,,,
450,04-03-2011,Not Specified,6,38.94,233.64,11.25,244.89,-211.13,33.76,Regular Air,Matt Collins,British Columbia,,,,,
454,26-12-2011,Low,6,38.94,233.64,1.82,235.46,56.22,291.68,Regular Air,Darrin Martin,Ontario,,,,,
481,07-10-2012,High,6,38.94,233.64,5.26,238.9,1426.26,1665.16,Regular Air,Art Foster,British Columbia,,,,,
483,10-07-2011,High,6,38.94,233.64,3.99,237.63,1198.97,1436.6,Regular Air,Clay Rozendal,Nunavut,,,,,
487,17-08-2012,Critical,6,38.94,233.64,4.5,238.14,-18.96,219.18,Regular Air,Valerie Dominguez,Manitoba,,,,,
512,19-05-2011,Low,6,38.94,233.64,18.06,251.7,19.18,270.88,Regular Air,Sam Craven,Saskachewan,,,,,
512,19-05-2011,Low,6,38.94,233.64,10.68,244.32,-166.4,77.92,Express Air,Sam Craven,Saskachewan,,,,,
513,30-04-2011,High,6,38.94,233.64,60.2,293.84,-684.57,-390.73,Delivery Truck,Arthur Prichep,Ontario,,,,,
515,28-08-2010,Not Specified,6,38.94,233.64,5.94,239.58,30.94,270.52,Regular Air,Carlos Soltero,Nunavut,,,,,
515,28-08-2010,Not Specified,6,38.94,233.64,4.95,238.59,4.43,243.02,Regular Air,Carlos Soltero,Nunavut,,,,,
548,20-09-2009,Critical,6,38.94,233.64,0.99,234.63,36.02,270.65,Regular Air,Sung Chung,Saskachewan,,,,,
548,20-09-2009,Critical,6,38.94,233.64,5.9,239.54,-50.64,188.9,Regular Air,Sung Chung,Saskachewan,,,,,
548,20-09-2009,Critical,6,38.94,233.64,4.2,237.84,510.49,748.33,Regular Air,Sung Chung,Saskachewan,,,,,
549,12-07-2012,Critical,6,38.94,233.64,7.44,241.08,-59.75,181.33,Regular Air,Ken Brennan,Ontario,,,,,
549,12-07-2012,Critical,6,38.94,233.64,8.74,242.38,-27.57,214.81,Regular Air,Ken Brennan,Ontario,,,,,
549,12-07-2012,Critical,6,38.94,233.64,35,268.64,-911.56,-642.92,Express Air,Ken Brennan,Ontario,,,,,
610,01-08-2011,Critical,6,38.94,233.64,5.41,239.05,-29.21,209.84,Express Air,Joe Elijah,Manitoba,,,,,
611,26-01-2010,Critical,6,38.94,233.64,9.47,243.11,-131.27,111.84,Regular Air,Arthur Prichep,Ontario,,,,,
612,20-10-2012,Medium,6,38.94,233.64,6.26,239.9,-166.29,73.61,Regular Air,Sheri Gordon,Manitoba,,,,,
612,20-10-2012,Medium,6,38.94,233.64,2.5,236.14,881.68,1117.82,Regular Air,Sheri Gordon,Manitoba,,,,,
613,17-06-2011,High,6,38.94,233.64,7.72,241.36,-54.04,187.32,Regular Air,Carl Jackson,Nunavut,,,,,
613,17-06-2011,High,6,38.94,233.64,6.22,239.86,127.7,367.56,Regular Air,Carl Jackson,Nunavut,,,,,
614,30-11-2012,High,6,38.94,233.64,5,238.64,163.81,402.45,Regular Air,Dave Hallsten,Quebec,,,,,
614,30-11-2012,High,6,38.94,233.64,52.42,286.06,-335.32,-49.26,Delivery Truck,Dave Hallsten,Quebec,,,,,
640,22-01-2010,High,6,38.94,233.64,58.64,292.28,-1153.9,-861.62,Delivery Truck,Tamara Chand,Ontario,,,,,
640,22-01-2010,High,6,38.94,233.64,9.54,243.18,29.42,272.6,Regular Air,Tamara Chand,Ontario,,,,,
643,24-03-2011,High,6,38.94,233.64,35,268.64,-695.26,-426.62,Express Air,Monica Federle,Nunavut,,,,,
644,30-04-2012,Critical,6,38.94,233.64,58.95,292.59,-171.92,120.67,Delivery Truck,Bill Eplett,Quebec,,,,,
645,02-12-2009,High,6,38.94,233.64,4.98,238.62,89.45,328.07,Regular Air,Harold Engle,Prince Edward Island,,,,,
646,21-11-2009,High,6,38.94,233.64,3.98,237.62,-10.9,226.72,Regular Air,Duane Huffman,Ontario,,,,,
678,26-02-2010,Low,6,38.94,233.64,8.33,241.97,-226.36,15.61,Regular Air,Dorothy Badders,Nunavut,,,,,
706,08-09-2011,Critical,6,38.94,233.64,0.7,234.34,0.82,235.16,Regular Air,Sarah Jordon,Nova Scotia,,,,,
710,01-01-2010,Low,6,38.94,233.64,5.47,239.11,-150.37,88.74,Regular Air,Susan MacKendrick,Manitoba,,,,,
710,01-01-2010,Low,6,38.94,233.64,8.66,242.3,89.03,331.33,Regular Air,Susan MacKendrick,Manitoba,,,,,
710,01-01-2010,Low,6,38.94,233.64,17.85,251.49,731.32,982.81,Delivery Truck,Susan MacKendrick,Manitoba,,,,,
738,01-03-2010,Not Specified,6,38.94,233.64,4.5,238.14,32.6,270.74,Regular Air,Caroline Jumper,Quebec,,,,,
738,01-03-2010,Not Specified,6,38.94,233.64,5.14,238.78,-56.68,182.1,Regular Air,Caroline Jumper,Quebec,,,,,
740,15-07-2011,Medium,6,38.94,233.64,0.49,234.13,3.46,237.59,Regular Air,Thomas Boland,Ontario,,,,,
769,01-06-2010,Medium,6,38.94,233.64,56.14,289.78,4.15,293.93,Delivery Truck,Roy French,Prince Edward Island,,,,,
771,16-06-2011,Critical,6,38.94,233.64,4.72,238.36,-38.35,200.01,Regular Air,Darrin Van Huff,Saskachewan,,,,,
772,16-04-2010,High,6,38.94,233.64,8.17,241.81,-38.35,203.46,Regular Air,Pamela Stobb,Quebec,,,,,
772,16-04-2010,High,6,38.94,233.64,1.39,235.03,86.93,321.96,Regular Air,Pamela Stobb,Quebec,,,,,
773,25-09-2010,Medium,6,38.94,233.64,8.99,242.63,324.93,567.56,Regular Air,Helen Abelman,Prince Edward Island,,,,,
774,03-12-2011,Critical,6,38.94,233.64,49,282.64,-752.13,-469.49,Regular Air,Sibella Parks,Alberta,,,,,
775,17-03-2011,Critical,6,38.94,233.64,0.7,234.34,-19.17,215.17,Regular Air,Peter McVee,Nova Scotia,,,,,
775,17-03-2011,Critical,6,38.94,233.64,1.2,234.84,-1.25,233.59,Regular Air,Peter McVee,Nova Scotia,,,,,
801,17-02-2012,Critical,6,38.94,233.64,3.5,237.14,-47.41,189.73,Regular Air,Thais Sissman,Manitoba,,,,,
802,04-01-2011,Critical,6,38.94,233.64,5.63,239.27,12.72,251.99,Regular Air,Kean Nguyen,Ontario,,,,,
802,04-01-2011,Critical,6,38.94,233.64,9.4,243.04,-52.14,190.9,Regular Air,Kean Nguyen,Ontario,,,,,
805,04-07-2011,Not Specified,6,38.94,233.64,5.71,239.35,-119.86,119.49,Regular Air,Toby Swindell,Saskachewan,,,,,
807,23-11-2010,Medium,6,38.94,233.64,6.18,239.82,-166.85,72.97,Regular Air,Neola Schneider,Nunavut,,,,,
807,23-11-2010,Medium,6,38.94,233.64,2,235.64,-14.33,221.31,Regular Air,Neola Schneider,Nunavut,,,,,
832,18-04-2012,Low,6,38.94,233.64,5.9,239.54,-17.58,221.96,Regular Air,Alice McCarthy,Alberta,,,,,
833,12-02-2009,Medium,6,38.94,233.64,7.17,240.81,-20.32,220.49,Regular Air,Olvera Toch,Ontario,,,,,
834,22-05-2009,Medium,6,38.94,233.64,56.14,289.78,-164.4,125.38,Delivery Truck,Eugene Moren,British Columbia,,,,,
835,07-10-2011,Not Specified,6,38.94,233.64,5.14,238.78,-23.48,215.3,Regular Air,Duane Huffman,Ontario,,,,,
837,14-06-2009,Not Specified,6,38.94,233.64,0.83,234.47,13.41,247.88,Regular Air,Sean O'Donnell,Ontario,,,,,
868,08-06-2012,Not Specified,6,38.94,233.64,5.94,239.58,134.72,374.3,Regular Air,Carlos Daly,Nunavut,,,,,
868,08-06-2012,Not Specified,6,38.94,233.64,3.61,237.25,114.46,351.71,Regular Air,Carlos Daly,Nunavut,,,,,
870,19-06-2010,Not Specified,6,38.94,233.64,3.5,237.14,475.54,712.68,Regular Air,Valerie Dominguez,Manitoba,,,,,
871,14-11-2011,Low,6,38.94,233.64,5.22,238.86,-34.97,203.89,Regular Air,David Kendrick,Yukon,,,,,
896,08-03-2010,Critical,6,38.94,233.64,12.98,246.62,52.48,299.1,Regular Air,Edward Nazzal,Ontario,,,,,
898,02-06-2010,High,6,38.94,233.64,6.5,240.14,45.39,285.53,Regular Air,Sanjit Jacobs,Quebec,,,,,
898,02-06-2010,High,6,38.94,233.64,54.12,287.76,-715.78,-428.02,Delivery Truck,Sanjit Jacobs,Quebec,,,,,
900,30-09-2009,Not Specified,6,38.94,233.64,2.99,236.63,507.58,744.21,Regular Air,Karen Carlisle,Nova Scotia,,,,,
902,26-07-2009,Not Specified,6,38.94,233.64,0.99,234.63,359.83,594.46,Regular Air,Meg O'Connel,Manitoba,,,,,
928,01-03-2011,Low,6,38.94,233.64,3.99,237.63,300.97,538.6,Express Air,Anthony O'Donnell,British Columbia,,,,,
928,01-03-2011,Low,6,38.94,233.64,7.4,241.04,45,286.04,Express Air,Anthony O'Donnell,British Columbia,,,,,
929,01-10-2012,High,6,38.94,233.64,6.5,240.14,-100.16,139.98,Regular Air,Luke Foster,Yukon,,,,,
929,01-10-2012,High,6,38.94,233.64,2.56,236.2,-64.29,171.91,Regular Air,Luke Foster,Yukon,,,,,
930,16-12-2009,Critical,6,38.94,233.64,58.66,292.3,-41.64,250.66,Express Air,Phillina Ober,New Brunswick,,,,,
930,16-12-2009,Critical,6,38.94,233.64,2,235.64,13.91,249.55,Regular Air,Phillina Ober,New Brunswick,,,,,
933,04-08-2012,Not Specified,6,38.94,233.64,2.99,236.63,-4.72,231.92,Regular Air,Claudia Miner,Nunavut,,,,,
960,20-09-2009,Medium,6,38.94,233.64,6.85,240.49,-22.72,217.77,Regular Air,Jim Kriz,Ontario,,,,,
962,05-05-2009,Low,6,38.94,233.64,19.99,253.63,1408.19,1661.82,Regular Air,Mike Vittorini,British Columbia,,,,,
962,05-05-2009,Low,6,38.94,233.64,60,293.64,-1069.72,-776.08,Delivery Truck,Mike Vittorini,British Columbia,,,,,
964,19-05-2011,Medium,6,38.94,233.64,1.49,235.13,95.16,330.29,Regular Air,Stefania Perrino,Quebec,,,,,
964,19-05-2011,Medium,6,38.94,233.64,1.09,234.73,-1.28,233.45,Regular Air,Stefania Perrino,Nova Scotia,,,,,
965,14-05-2011,Low,6,38.94,233.64,35.67,269.31,-679.04,-409.73,Delivery Truck,Jas O'Carroll,Ontario,,,,,
967,20-06-2012,Medium,6,38.94,233.64,7.51,241.15,-37.58,203.57,Regular Air,Maureen Gastineau,Yukon,,,,,
967,20-06-2012,Medium,6,38.94,233.64,2.9,236.54,502.42,738.96,Regular Air,Maureen Gastineau,Yukon,,,,,
967,20-06-2012,Medium,6,38.94,233.64,32.48,266.12,1836.81,2102.93,Delivery Truck,Maureen Gastineau,Yukon,,,,,
994,19-04-2009,Low,6,38.94,233.64,1.63,235.27,14,249.27,Regular Air,Kelly Lampkin,Ontario,,,,,
995,30-05-2011,Medium,6,38.94,233.64,3.04,236.68,782.91,1019.59,Regular Air,Neola Schneider,Nunavut,,,,,
998,25-11-2009,Not Specified,6,38.94,233.64,1.39,235.03,93.8,328.83,Regular Air,Allen Rosenblatt,Nunavut,,,,,
999,04-09-2010,Low,6,38.94,233.64,19.99,253.63,-179.5,74.13,Regular Air,Max Jones,Ontario,,,,,
1027,02-06-2012,Medium,6,38.94,233.64,46.74,280.38,-379.1,-98.72,Delivery Truck,Hallie Redmond,Alberta,,,,,
1028,05-01-2009,High,6,38.94,233.64,1.99,235.63,-28.46,207.17,Regular Air,Matt Collins,British Columbia,,,,,
1028,05-01-2009,High,6,38.94,233.64,5.99,239.63,-60.39,179.24,Regular Air,Matt Collins,British Columbia,,,,,
1031,31-08-2009,Medium,6,38.94,233.64,5.19,238.83,-52.21,186.62,Regular Air,Sanjit Jacobs,Quebec,,,,,
1057,19-02-2012,Critical,6,38.94,233.64,3.62,237.26,-52.48,184.78,Regular Air,Anthony Witt,Ontario,,,,,
1058,25-04-2010,Medium,6,38.94,233.64,8.99,242.63,-888.16,-645.53,Regular Air,Jim Epp,New Brunswick,,,,,
1059,26-02-2009,Critical,6,38.94,233.64,2.99,236.63,5.3,241.93,Regular Air,Sean O'Donnell,Ontario,,,,,
1059,26-02-2009,Critical,6,38.94,233.64,7.47,241.11,310.22,551.33,Regular Air,Sean O'Donnell,Ontario,,,,,
1060,20-02-2010,Medium,6,38.94,233.64,2.99,236.63,532.61,769.24,Regular Air,Harold Dahlen,Alberta,,,,,
1088,20-05-2012,Low,6,38.94,233.64,6.5,240.14,-112,128.14,Regular Air,Muhammed Yedwab,New Brunswick,,,,,
1095,21-08-2011,Medium,6,38.94,233.64,4.72,238.36,-50.14,188.22,Regular Air,Ed Braxton,Yukon,,,,,
1127,18-09-2011,Not Specified,6,38.94,233.64,13.99,247.63,1215.28,1462.91,Regular Air,Stuart Calhoun,Ontario,,,,,
1154,14-02-2012,Critical,6,38.94,233.64,26.22,259.86,440.72,700.58,Delivery Truck,Sylvia Foulston,Nunavut,,,,,
1154,14-02-2012,Critical,6,38.94,233.64,69,302.64,-481.04,-178.4,Regular Air,Sylvia Foulston,Nunavut,,,,,
1154,14-02-2012,Critical,6,38.94,233.64,0.5,234.14,53.13,287.27,Regular Air,Thea Hendricks,Quebec,,,,,
1154,14-02-2012,Critical,6,38.94,233.64,3.5,237.14,57.1,294.24,Express Air,Thea Hendricks,Newfoundland,,,,,
1185,23-08-2012,Low,6,38.94,233.64,14.3,247.94,20.03,267.97,Regular Air,Ionia McGrath,New Brunswick,,,,,
1187,19-11-2012,Medium,6,38.94,233.64,4,237.64,20.21,257.85,Regular Air,Guy Armstrong,Prince Edward Island,,,,,
1189,08-04-2009,Critical,6,38.94,233.64,4.99,238.63,-59.82,178.81,Regular Air,Aaron Smayling,Quebec,,,,,
1191,06-11-2011,Medium,6,38.94,233.64,60,293.64,-243.6,50.04,Delivery Truck,Karl Brown,Quebec,,,,,
1217,25-04-2012,Not Specified,6,38.94,233.64,1.99,235.63,185.21,420.84,Regular Air,Sung Shariari,Saskachewan,,,,,
1218,19-06-2009,Not Specified,6,38.94,233.64,6.75,240.39,-25.13,215.26,Regular Air,Craig Carroll,Ontario,,,,,
1221,18-04-2012,Not Specified,6,38.94,233.64,6.19,239.83,-13.78,226.05,Regular Air,Lela Donovan,British Columbia,,,,,
1221,18-04-2012,Not Specified,6,38.94,233.64,19.99,253.63,3724.57,3978.2,Regular Air,Lela Donovan,British Columbia,,,,,
1221,18-04-2012,Not Specified,6,38.94,233.64,5.41,239.05,-57.88,181.17,Regular Air,Lela Donovan,British Columbia,,,,,
1222,04-02-2010,Medium,6,38.94,233.64,5.57,239.21,-121.91,117.3,Regular Air,Nicole Brennan,Alberta,,,,,
1253,25-01-2010,Critical,6,38.94,233.64,6.72,240.36,-30.19,210.17,Regular Air,Tanja Norvell,Manitoba,,,,,
1280,10-01-2010,Low,6,38.94,233.64,6.5,240.14,-170.87,69.27,Regular Air,Harold Dahlen,Alberta,,,,,
1282,27-02-2012,Not Specified,6,38.94,233.64,1.99,235.63,366.48,602.11,Regular Air,Emily Grady,British Columbia,,,,,
1282,27-02-2012,Not Specified,6,38.94,233.64,1.34,234.98,-2.06,232.92,Regular Air,Emily Grady,British Columbia,,,,,
1285,31-05-2012,Critical,6,38.94,233.64,54.74,288.38,-305.98,-17.6,Delivery Truck,Sally Matthias,Nova Scotia,,,,,
1285,31-05-2012,Critical,6,38.94,233.64,69.64,303.28,-277.29,25.99,Delivery Truck,Sally Matthias,Nova Scotia,,,,,
1286,13-05-2010,Not Specified,6,38.94,233.64,5.74,239.38,-144.68,94.7,Regular Air,Lena Creighton,Ontario,,,,,
1286,13-05-2010,Not Specified,6,38.94,233.64,3.3,236.94,229.78,466.72,Regular Air,Lena Creighton,Ontario,,,,,
1287,04-07-2009,High,6,38.94,233.64,10.12,243.76,480.57,724.33,Regular Air,Mitch Willingham,Saskachewan,,,,,
1313,12-09-2009,Critical,6,38.94,233.64,16.92,250.56,-83.75,166.81,Regular Air,Sally Matthias,Nova Scotia,,,,,
1314,12-05-2009,Medium,6,38.94,233.64,4.39,238.03,-7.61,230.42,Regular Air,Justin Knight,British Columbia,,,,,
1317,18-05-2011,High,6,38.94,233.64,5.63,239.27,39.42,278.69,Regular Air,Janet Lee,Saskachewan,,,,,
1317,18-05-2011,High,6,38.94,233.64,7.44,241.08,-186.73,54.35,Regular Air,Janet Lee,Saskachewan,,,,,
1317,18-05-2011,High,6,38.94,233.64,5.57,239.21,-76.64,162.57,Regular Air,Janet Lee,Saskachewan,,,,,
1344,15-04-2012,Low,6,38.94,233.64,5.26,238.9,-11.68,227.22,Regular Air,Jim Radford,Nunavut,,,,,
1344,15-04-2012,Low,6,38.94,233.64,8.99,242.63,313.58,556.21,Regular Air,Jim Radford,Nunavut,,,,,
1345,27-10-2012,Low,6,38.94,233.64,35.84,269.48,-120.85,148.63,Delivery Truck,Ritsa Hightower,Ontario,,,,,
1346,17-06-2012,High,6,38.94,233.64,26.22,259.86,421.15,681.01,Delivery Truck,Theone Pippenger,Nova Scotia,,,,,
1382,16-08-2010,Low,6,38.94,233.64,2.5,236.14,-107.1,129.04,Regular Air,Corey Catlett,Newfoundland,,,,,
1382,16-08-2010,Low,6,38.94,233.64,5.26,238.9,-130.66,108.24,Regular Air,Corey Catlett,Newfoundland,,,,,
1382,16-08-2010,Low,6,38.94,233.64,64.66,298.3,487.17,785.47,Delivery Truck,Corey Catlett,Newfoundland,,,,,
1383,26-04-2010,High,6,38.94,233.64,11.37,245.01,5616.08,5861.09,Regular Air,Frank Merwin,Alberta,,,,,
1411,20-12-2009,High,6,38.94,233.64,35.02,268.66,-459.86,-191.2,Delivery Truck,Ed Jacobs,Newfoundland,,,,,
1411,20-12-2009,High,6,38.94,233.64,4.99,238.63,1717.89,1956.52,Regular Air,Ed Jacobs,Yukon,,,,,
